division,date,GB,L,RA,RS,Tm,W,W-L%,pythW-L%
NL West,2015-05-14 00:00:00,6.5,18,148,161,ARI,15,.455,.538
NL West,2015-05-14 00:00:00,8.5,19,171,121,COL,12,.387,.347
AL East,2015-05-15 00:00:00,0.0,16,149,166,NYY,21,.568,.549
AL East,2015-05-15 00:00:00,1.0,17,130,141,TBR,20,.541,.537
AL East,2015-05-15 00:00:00,3.5,19,177,147,BOS,17,.472,.416
AL East,2015-05-15 00:00:00,4.0,18,149,152,BAL,15,.455,.509
AL East,2015-05-15 00:00:00,4.0,20,180,193,TOR,17,.459,.532
AL Central,2015-05-15 00:00:00,0.0,13,132,185,KCR,23,.639,.650
AL Central,2015-05-15 00:00:00,1.0,14,145,165,DET,22,.611,.559
AL Central,2015-05-15 00:00:00,3.0,16,154,162,MIN,20,.556,.523
AL Central,2015-05-15 00:00:00,6.0,17,155,121,CHW,15,.469,.389
AL Central,2015-05-15 00:00:00,9.0,21,166,148,CLE,13,.382,.448
AL West,2015-05-15 00:00:00,0.0,13,139,159,HOU,23,.639,.561
AL West,2015-05-15 00:00:00,4.5,17,125,128,LAA,18,.514,.511
AL West,2015-05-15 00:00:00,6.5,19,148,133,SEA,16,.457,.451
AL West,2015-05-15 00:00:00,8.0,21,167,145,TEX,15,.417,.436
AL West,2015-05-15 00:00:00,10.5,24,172,172,OAK,13,.351,.500
NL East,2015-05-15 00:00:00,0.0,16,120,130,NYM,20,.556,.537
NL East,2015-05-15 00:00:00,0.5,17,163,180,WSN,20,.541,.545
NL East,2015-05-15 00:00:00,3.5,19,159,148,ATL,16,.457,.467
NL East,2015-05-15 00:00:00,4.0,20,148,148,MIA,16,.444,.500
NL East,2015-05-15 00:00:00,6.5,23,169,107,PHI,14,.378,.302
NL Central,2015-05-15 00:00:00,0.0,11,111,156,STL,24,.686,.651
NL Central,2015-05-15 00:00:00,4.0,15,156,156,CHC,20,.571,.500
NL Central,2015-05-15 00:00:00,6.5,18,151,143,CIN,18,.500,.475
NL Central,2015-05-15 00:00:00,7.5,19,129,142,PIT,17,.472,.544
NL Central,2015-05-15 00:00:00,11.5,23,179,140,MIL,13,.361,.389
NL West,2015-05-15 00:00:00,0.0,12,121,184,LAD,23,.657,.683
NL West,2015-05-15 00:00:00,5.0,18,176,169,SDP,19,.514,.481
NL West,2015-05-15 00:00:00,5.5,18,135,125,SFG,18,.500,.465
NL West,2015-05-15 00:00:00,7.5,19,152,164,ARI,15,.441,.535
NL West,2015-05-15 00:00:00,9.5,20,177,125,COL,12,.375,.346
AL East,2015-05-16 00:00:00,0.0,16,150,171,NYY,22,.579,.560
AL East,2015-05-16 00:00:00,2.0,18,136,145,TBR,20,.526,.529
AL East,2015-05-16 00:00:00,3.5,19,179,151,BOS,18,.486,.423
AL East,2015-05-16 00:00:00,5.0,19,155,153,BAL,15,.441,.494
AL East,2015-05-16 00:00:00,5.0,21,186,198,TOR,17,.447,.529
AL Central,2015-05-16 00:00:00,0.0,14,148,169,DET,23,.622,.560
AL Central,2015-05-16 00:00:00,0.0,14,137,186,KCR,23,.622,.636
AL Central,2015-05-16 00:00:00,2.0,16,158,168,MIN,21,.568,.528
AL Central,2015-05-16 00:00:00,5.0,17,158,125,CHW,16,.485,.394
AL Central,2015-05-16 00:00:00,8.0,21,174,158,CLE,14,.400,.456
AL West,2015-05-16 00:00:00,0.0,13,144,165,HOU,24,.649,.562
AL West,2015-05-16 00:00:00,4.5,17,126,134,LAA,19,.528,.528
AL West,2015-05-16 00:00:00,7.5,20,152,135,SEA,16,.444,.446
AL West,2015-05-16 00:00:00,9.0,22,177,153,TEX,15,.405,.434
AL West,2015-05-16 00:00:00,11.5,25,176,175,OAK,13,.342,.497
NL East,2015-05-16 00:00:00,0.0,16,121,144,NYM,21,.568,.579
NL East,2015-05-16 00:00:00,0.5,17,164,184,WSN,21,.553,.552
NL East,2015-05-16 00:00:00,3.5,19,162,153,ATL,17,.472,.474
NL East,2015-05-16 00:00:00,5.0,21,153,151,MIA,16,.432,.494
NL East,2015-05-16 00:00:00,6.5,23,174,114,PHI,15,.395,.316
NL Central,2015-05-16 00:00:00,0.0,12,115,159,STL,24,.667,.644
NL Central,2015-05-16 00:00:00,3.0,15,157,160,CHC,21,.583,.509
NL Central,2015-05-16 00:00:00,6.5,19,162,145,CIN,18,.486,.449
NL Central,2015-05-16 00:00:00,7.5,20,133,143,PIT,17,.459,.533
NL Central,2015-05-16 00:00:00,11.5,24,193,141,MIL,13,.351,.360
NL West,2015-05-16 00:00:00,0.0,13,128,185,LAD,23,.639,.662
NL West,2015-05-16 00:00:00,4.5,18,137,136,SFG,19,.514,.497
NL West,2015-05-16 00:00:00,5.0,19,180,170,SDP,19,.500,.474
NL West,2015-05-16 00:00:00,7.5,20,159,169,ARI,15,.429,.528
NL West,2015-05-16 00:00:00,8.5,20,178,132,COL,13,.394,.367
AL East,2015-05-17 00:00:00,0.0,17,156,171,NYY,22,.564,.542
AL East,2015-05-17 00:00:00,1.0,18,139,156,TBR,21,.538,.553
AL East,2015-05-17 00:00:00,3.5,20,184,151,BOS,18,.474,.411
AL East,2015-05-17 00:00:00,4.0,19,155,156,BAL,16,.457,.503
AL East,2015-05-17 00:00:00,5.0,22,190,200,TOR,17,.436,.523
AL Central,2015-05-17 00:00:00,0.0,14,137,192,KCR,24,.632,.650
AL Central,2015-05-17 00:00:00,1.0,15,150,170,DET,23,.605,.557
AL Central,2015-05-17 00:00:00,3.0,17,169,171,MIN,21,.553,.505
AL Central,2015-05-17 00:00:00,5.0,17,161,132,CHW,17,.500,.410
AL Central,2015-05-17 00:00:00,9.0,22,179,159,CLE,14,.389,.446
AL West,2015-05-17 00:00:00,0.0,13,146,169,HOU,25,.658,.567
AL West,2015-05-17 00:00:00,5.5,18,129,134,LAA,19,.514,.517
AL West,2015-05-17 00:00:00,7.5,20,152,140,SEA,17,.459,.462
AL West,2015-05-17 00:00:00,9.0,22,178,158,TEX,16,.421,.446
AL West,2015-05-17 00:00:00,12.5,26,183,178,OAK,13,.333,.487
NL East,2015-05-17 00:00:00,0.0,16,122,149,NYM,22,.579,.590
NL East,2015-05-17 00:00:00,0.5,17,169,194,WSN,22,.564,.563
NL East,2015-05-17 00:00:00,3.5,19,162,159,ATL,18,.486,.491
NL East,2015-05-17 00:00:00,6.0,22,159,151,MIA,16,.421,.476
NL East,2015-05-17 00:00:00,6.5,23,174,120,PHI,16,.410,.336
NL Central,2015-05-17 00:00:00,0.0,12,116,161,STL,25,.676,.646
NL Central,2015-05-17 00:00:00,4.0,16,160,160,CHC,21,.568,.500
NL Central,2015-05-17 00:00:00,7.5,20,171,153,CIN,18,.474,.449
NL Central,2015-05-17 00:00:00,7.5,20,133,146,PIT,18,.474,.543
NL Central,2015-05-17 00:00:00,12.5,25,198,142,MIL,13,.342,.352
NL West,2015-05-17 00:00:00,0.0,13,128,186,LAD,24,.649,.665
NL West,2015-05-17 00:00:00,4.5,18,145,145,SFG,20,.526,.500
NL West,2015-05-17 00:00:00,6.0,20,190,175,SDP,19,.487,.462
NL West,2015-05-17 00:00:00,8.5,21,165,169,ARI,15,.417,.511
NL West,2015-05-17 00:00:00,9.5,21,179,132,COL,13,.382,.364
AL East,2015-05-18 00:00:00,0.0,17,156,171,NYY,22,.564,.542
AL East,2015-05-18 00:00:00,1.0,18,139,156,TBR,21,.538,.553
AL East,2015-05-18 00:00:00,3.5,20,184,151,BOS,18,.474,.411
AL East,2015-05-18 00:00:00,4.0,19,155,156,BAL,16,.457,.503
AL East,2015-05-18 00:00:00,4.5,22,196,210,TOR,18,.450,.532
AL Central,2015-05-18 00:00:00,0.0,14,137,192,KCR,24,.632,.650
AL Central,2015-05-18 00:00:00,1.5,16,153,172,DET,23,.590,.553
AL Central,2015-05-18 00:00:00,3.0,17,169,171,MIN,21,.553,.505
AL Central,2015-05-18 00:00:00,4.5,17,162,134,CHW,18,.514,.414
AL Central,2015-05-18 00:00:00,9.5,23,181,160,CLE,14,.378,.444
AL West,2015-05-18 00:00:00,0.0,14,148,170,HOU,25,.641,.563
AL West,2015-05-18 00:00:00,5.5,19,139,140,LAA,19,.500,.503
AL West,2015-05-18 00:00:00,7.0,20,152,140,SEA,17,.459,.462
AL West,2015-05-18 00:00:00,8.5,22,178,158,TEX,16,.421,.446
AL West,2015-05-18 00:00:00,11.5,26,184,180,OAK,14,.350,.490
NL East,2015-05-18 00:00:00,0.0,16,123,151,NYM,23,.590,.593
NL East,2015-05-18 00:00:00,1.0,17,169,194,WSN,22,.564,.563
NL East,2015-05-18 00:00:00,4.0,19,162,159,ATL,18,.486,.491
NL East,2015-05-18 00:00:00,6.5,23,177,124,PHI,17,.425,.343
NL East,2015-05-18 00:00:00,7.0,23,162,153,MIA,16,.410,.474
NL Central,2015-05-18 00:00:00,0.0,13,118,162,STL,25,.658,.641
NL Central,2015-05-18 00:00:00,3.5,16,160,160,CHC,21,.568,.500
NL Central,2015-05-18 00:00:00,7.0,20,171,153,CIN,18,.474,.449
NL Central,2015-05-18 00:00:00,7.0,20,133,146,PIT,18,.474,.543
NL Central,2015-05-18 00:00:00,11.5,25,200,145,MIL,14,.359,.357
NL West,2015-05-18 00:00:00,0.0,13,128,186,LAD,24,.649,.665
NL West,2015-05-18 00:00:00,4.5,18,145,145,SFG,20,.526,.500
NL West,2015-05-18 00:00:00,6.0,20,190,175,SDP,19,.487,.462
NL West,2015-05-18 00:00:00,8.0,21,167,172,ARI,16,.432,.513
NL West,2015-05-18 00:00:00,10.0,22,183,135,COL,13,.371,.364
AL East,2015-05-19 00:00:00,0.0,18,164,177,NYY,22,.550,.535
AL East,2015-05-19 00:00:00,0.0,18,142,161,TBR,22,.550,.557
AL East,2015-05-19 00:00:00,2.5,20,187,155,BOS,19,.487,.415
AL East,2015-05-19 00:00:00,3.0,19,159,165,BAL,17,.472,.517
AL East,2015-05-19 00:00:00,4.5,23,199,212,TOR,18,.439,.529
AL Central,2015-05-19 00:00:00,0.0,14,137,195,KCR,25,.641,.656
AL Central,2015-05-19 00:00:00,2.5,17,161,173,DET,23,.575,.533
AL Central,2015-05-19 00:00:00,3.0,17,174,179,MIN,22,.564,.513
AL Central,2015-05-19 00:00:00,5.5,18,165,135,CHW,18,.500,.409
AL Central,2015-05-19 00:00:00,9.5,23,182,163,CLE,15,.395,.450
AL West,2015-05-19 00:00:00,0.0,14,152,176,HOU,26,.650,.567
AL West,2015-05-19 00:00:00,5.5,19,141,143,LAA,20,.513,.506
AL West,2015-05-19 00:00:00,8.0,21,161,144,SEA,17,.447,.449
AL West,2015-05-19 00:00:00,9.5,23,182,161,TEX,16,.410,.444
AL West,2015-05-19 00:00:00,12.5,27,190,184,OAK,14,.341,.485
NL East,2015-05-19 00:00:00,0.0,17,175,202,WSN,23,.575,.565
NL East,2015-05-19 00:00:00,0.0,17,133,153,NYM,23,.575,.564
NL East,2015-05-19 00:00:00,4.0,20,167,162,ATL,18,.474,.486
NL East,2015-05-19 00:00:00,6.5,24,183,129,PHI,17,.415,.345
NL East,2015-05-19 00:00:00,7.0,24,166,155,MIA,16,.400,.469
NL Central,2015-05-19 00:00:00,0.0,13,120,172,STL,26,.667,.659
NL Central,2015-05-19 00:00:00,4.5,17,164,163,CHC,21,.553,.497
NL Central,2015-05-19 00:00:00,8.0,21,174,153,CIN,18,.462,.441
NL Central,2015-05-19 00:00:00,8.0,21,141,151,PIT,18,.462,.531
NL Central,2015-05-19 00:00:00,11.5,25,201,153,MIL,15,.375,.378
NL West,2015-05-19 00:00:00,0.0,14,130,186,LAD,24,.632,.658
NL West,2015-05-19 00:00:00,3.5,18,145,147,SFG,21,.538,.506
NL West,2015-05-19 00:00:00,5.0,20,193,179,SDP,20,.500,.466
NL West,2015-05-19 00:00:00,7.0,21,169,176,ARI,17,.447,.519
NL West,2015-05-19 00:00:00,9.0,22,188,141,COL,14,.389,.371
AL East,2015-05-20 00:00:00,0.0,19,167,179,NYY,22,.537,.532
AL East,2015-05-20 00:00:00,0.0,19,144,162,TBR,22,.537,.554
AL East,2015-05-20 00:00:00,2.5,21,189,156,BOS,19,.475,.413
AL East,2015-05-20 00:00:00,3.0,20,163,167,BAL,17,.459,.511
AL East,2015-05-20 00:00:00,4.5,24,203,215,TOR,18,.429,.526
AL Central,2015-05-20 00:00:00,0.0,14,138,202,KCR,26,.650,.668
AL Central,2015-05-20 00:00:00,2.5,17,163,178,DET,24,.585,.540
AL Central,2015-05-20 00:00:00,3.0,17,177,183,MIN,23,.575,.515
AL Central,2015-05-20 00:00:00,6.5,19,169,138,CHW,18,.486,.408
AL Central,2015-05-20 00:00:00,9.5,23,185,167,CLE,16,.410,.453
AL West,2015-05-20 00:00:00,0.0,14,153,182,HOU,27,.659,.579
AL West,2015-05-20 00:00:00,5.5,19,144,147,LAA,21,.525,.509
AL West,2015-05-20 00:00:00,8.0,21,163,148,SEA,18,.462,.456
AL West,2015-05-20 00:00:00,9.5,23,183,163,TEX,17,.425,.447
AL West,2015-05-20 00:00:00,13.5,28,196,185,OAK,14,.333,.474
NL East,2015-05-20 00:00:00,0.0,17,177,205,WSN,24,.585,.567
NL East,2015-05-20 00:00:00,1.0,18,142,153,NYM,23,.561,.534
NL East,2015-05-20 00:00:00,4.0,20,168,164,ATL,19,.487,.489
NL East,2015-05-20 00:00:00,6.5,24,185,133,PHI,18,.429,.353
NL East,2015-05-20 00:00:00,8.0,25,172,156,MIA,16,.390,.455
NL Central,2015-05-20 00:00:00,0.0,13,120,181,STL,27,.675,.680
NL Central,2015-05-20 00:00:00,4.5,17,166,166,CHC,22,.564,.500
NL Central,2015-05-20 00:00:00,9.0,22,181,154,CIN,18,.450,.427
NL Central,2015-05-20 00:00:00,9.0,22,145,154,PIT,18,.450,.528
NL Central,2015-05-20 00:00:00,12.5,26,206,155,MIL,15,.366,.373
NL West,2015-05-20 00:00:00,0.0,15,134,186,LAD,24,.615,.646
NL West,2015-05-20 00:00:00,2.5,18,145,151,SFG,22,.550,.519
NL West,2015-05-20 00:00:00,5.0,21,196,181,SDP,20,.488,.464
NL West,2015-05-20 00:00:00,6.0,21,170,182,ARI,18,.462,.531
NL West,2015-05-20 00:00:00,9.0,23,192,143,COL,14,.378,.368
AL East,2015-05-21 00:00:00,0.0,19,144,165,TBR,23,.548,.562
AL East,2015-05-21 00:00:00,0.5,19,167,179,NYY,22,.537,.532
AL East,2015-05-21 00:00:00,3.0,20,167,172,BAL,18,.474,.513
AL East,2015-05-21 00:00:00,3.5,22,192,157,BOS,19,.463,.409
AL East,2015-05-21 00:00:00,4.5,24,207,223,TOR,19,.442,.534
AL Central,2015-05-21 00:00:00,0.0,14,138,202,KCR,26,.650,.668
AL Central,2015-05-21 00:00:00,2.0,17,168,184,DET,25,.595,.542
AL Central,2015-05-21 00:00:00,3.0,17,177,183,MIN,23,.575,.515
AL Central,2015-05-21 00:00:00,7.0,20,174,140,CHW,18,.474,.402
AL Central,2015-05-21 00:00:00,9.0,23,187,172,CLE,17,.425,.462
AL West,2015-05-21 00:00:00,0.0,15,159,187,HOU,27,.643,.574
AL West,2015-05-21 00:00:00,5.5,20,152,151,LAA,21,.512,.497
AL West,2015-05-21 00:00:00,8.0,22,168,152,SEA,18,.450,.454
AL West,2015-05-21 00:00:00,8.5,23,184,166,TEX,18,.439,.453
AL West,2015-05-21 00:00:00,13.5,29,199,185,OAK,14,.326,.467
NL East,2015-05-21 00:00:00,0.0,17,177,205,WSN,24,.585,.567
NL East,2015-05-21 00:00:00,0.5,18,142,158,NYM,24,.571,.549
NL East,2015-05-21 00:00:00,3.5,20,169,174,ATL,20,.500,.513
NL East,2015-05-21 00:00:00,7.0,25,192,136,PHI,18,.419,.347
NL East,2015-05-21 00:00:00,8.5,26,179,162,MIA,16,.381,.454
NL Central,2015-05-21 00:00:00,0.0,14,125,181,STL,27,.659,.663
NL Central,2015-05-21 00:00:00,3.5,17,166,169,CHC,23,.575,.508
NL Central,2015-05-21 00:00:00,8.5,22,181,154,CIN,18,.450,.427
NL Central,2015-05-21 00:00:00,8.5,22,145,154,PIT,18,.450,.528
NL Central,2015-05-21 00:00:00,12.5,27,216,156,MIL,15,.357,.355
NL West,2015-05-21 00:00:00,0.0,16,138,186,LAD,24,.600,.633
NL West,2015-05-21 00:00:00,1.5,18,145,155,SFG,23,.561,.530
NL West,2015-05-21 00:00:00,5.0,21,176,189,ARI,19,.475,.533
NL West,2015-05-21 00:00:00,5.0,22,199,181,SDP,20,.476,.457
NL West,2015-05-21 00:00:00,8.0,23,195,150,COL,15,.395,.382
AL East,2015-05-22 00:00:00,0.0,19,146,170,TBR,24,.558,.569
AL East,2015-05-22 00:00:00,1.5,20,177,188,NYY,22,.524,.528
AL East,2015-05-22 00:00:00,3.0,20,172,180,BAL,19,.487,.521
AL East,2015-05-22 00:00:00,4.5,23,204,162,BOS,19,.452,.396
AL East,2015-05-22 00:00:00,5.5,25,211,226,TOR,19,.432,.531
AL Central,2015-05-22 00:00:00,0.0,14,138,207,KCR,27,.659,.677
AL Central,2015-05-22 00:00:00,2.0,17,170,190,DET,26,.605,.551
AL Central,2015-05-22 00:00:00,4.0,18,180,185,MIN,23,.561,.513
AL Central,2015-05-22 00:00:00,7.0,20,176,143,CHW,19,.487,.406
AL Central,2015-05-22 00:00:00,9.0,23,190,179,CLE,18,.439,.473
AL West,2015-05-22 00:00:00,0.0,16,165,189,HOU,27,.628,.562
AL West,2015-05-22 00:00:00,4.5,20,157,163,LAA,22,.524,.517
AL West,2015-05-22 00:00:00,7.0,22,171,156,SEA,19,.463,.458
AL West,2015-05-22 00:00:00,7.5,23,193,176,TEX,19,.452,.458
AL West,2015-05-22 00:00:00,13.5,30,204,187,OAK,14,.318,.460
NL East,2015-05-22 00:00:00,0.0,17,178,207,WSN,25,.595,.569
NL East,2015-05-22 00:00:00,1.5,19,146,159,NYM,24,.558,.539
NL East,2015-05-22 00:00:00,4.5,21,180,174,ATL,20,.488,.484
NL East,2015-05-22 00:00:00,8.0,26,194,137,PHI,18,.409,.346
NL East,2015-05-22 00:00:00,9.5,27,187,167,MIA,16,.372,.448
NL Central,2015-05-22 00:00:00,0.0,15,130,181,STL,27,.643,.647
NL Central,2015-05-22 00:00:00,3.5,18,171,173,CHC,23,.561,.505
NL Central,2015-05-22 00:00:00,7.5,22,146,158,PIT,19,.463,.536
NL Central,2015-05-22 00:00:00,8.5,23,188,157,CIN,18,.439,.418
NL Central,2015-05-22 00:00:00,11.5,27,216,167,MIL,16,.372,.384
NL West,2015-05-22 00:00:00,0.0,16,139,188,LAD,25,.610,.635
NL West,2015-05-22 00:00:00,1.5,18,153,166,SFG,24,.571,.537
NL West,2015-05-22 00:00:00,5.0,21,180,194,ARI,20,.488,.534
NL West,2015-05-22 00:00:00,6.0,23,201,182,SDP,20,.465,.455
NL West,2015-05-22 00:00:00,9.0,24,206,158,COL,15,.385,.381
AL East,2015-05-23 00:00:00,0.0,20,151,170,TBR,24,.545,.554
AL East,2015-05-23 00:00:00,1.5,21,192,192,NYY,22,.512,.500
AL East,2015-05-23 00:00:00,3.0,21,173,180,BAL,19,.475,.518
AL East,2015-05-23 00:00:00,3.5,23,207,170,BOS,20,.465,.411
AL East,2015-05-23 00:00:00,5.5,26,214,228,TOR,19,.422,.529
AL Central,2015-05-23 00:00:00,0.0,14,140,210,KCR,28,.667,.677
AL Central,2015-05-23 00:00:00,3.0,18,173,192,DET,26,.591,.548
AL Central,2015-05-23 00:00:00,4.0,18,183,189,MIN,24,.571,.515
AL Central,2015-05-23 00:00:00,8.0,21,180,146,CHW,19,.475,.405
AL Central,2015-05-23 00:00:00,9.0,23,191,181,CLE,19,.452,.475
AL West,2015-05-23 00:00:00,0.0,16,167,192,HOU,28,.636,.563
AL West,2015-05-23 00:00:00,5.5,21,165,166,LAA,22,.512,.503
AL West,2015-05-23 00:00:00,7.0,22,173,159,SEA,20,.476,.461
AL West,2015-05-23 00:00:00,7.5,23,197,191,TEX,20,.465,.486
AL West,2015-05-23 00:00:00,13.5,30,204,192,OAK,15,.333,.472
NL East,2015-05-23 00:00:00,0.0,18,186,208,WSN,25,.581,.551
NL East,2015-05-23 00:00:00,1.5,20,154,161,NYM,24,.545,.520
NL East,2015-05-23 00:00:00,3.5,21,182,177,ATL,21,.500,.487
NL East,2015-05-23 00:00:00,7.0,26,195,145,PHI,19,.422,.368
NL East,2015-05-23 00:00:00,8.5,27,187,168,MIA,17,.386,.451
NL Central,2015-05-23 00:00:00,0.0,16,133,183,STL,27,.628,.642
NL Central,2015-05-23 00:00:00,2.5,18,177,182,CHC,24,.571,.513
NL Central,2015-05-23 00:00:00,6.5,22,148,166,PIT,20,.476,.552
NL Central,2015-05-23 00:00:00,8.5,24,190,158,CIN,18,.429,.416
NL Central,2015-05-23 00:00:00,11.5,28,219,169,MIL,16,.364,.384
NL West,2015-05-23 00:00:00,0.0,16,139,190,LAD,26,.619,.639
NL West,2015-05-23 00:00:00,2.0,19,166,179,SFG,25,.568,.534
NL West,2015-05-23 00:00:00,6.0,22,189,200,ARI,20,.476,.526
NL West,2015-05-23 00:00:00,7.0,24,203,182,SDP,20,.455,.450
NL West,2015-05-23 00:00:00,9.5,25,219,171,COL,16,.390,.389
AL East,2015-05-24 00:00:00,0.0,21,158,172,TBR,24,.533,.539
AL East,2015-05-24 00:00:00,1.5,22,197,194,NYY,22,.500,.493
AL East,2015-05-24 00:00:00,2.5,23,208,176,BOS,21,.477,.424
AL East,2015-05-24 00:00:00,3.0,22,178,182,BAL,19,.463,.510
AL East,2015-05-24 00:00:00,4.5,26,216,236,TOR,20,.435,.540
AL Central,2015-05-24 00:00:00,0.0,15,146,211,KCR,28,.651,.662
AL Central,2015-05-24 00:00:00,3.0,18,184,197,MIN,25,.581,.531
AL Central,2015-05-24 00:00:00,3.0,19,183,200,DET,26,.578,.541
AL Central,2015-05-24 00:00:00,8.0,23,193,186,CLE,20,.465,.483
AL Central,2015-05-24 00:00:00,8.0,22,188,147,CHW,19,.463,.389
AL West,2015-05-24 00:00:00,0.0,16,175,202,HOU,29,.644,.565
AL West,2015-05-24 00:00:00,6.5,22,171,167,LAA,22,.500,.489
AL West,2015-05-24 00:00:00,7.5,23,199,196,TEX,21,.477,.493
AL West,2015-05-24 00:00:00,8.0,23,181,161,SEA,20,.465,.447
AL West,2015-05-24 00:00:00,13.5,30,206,199,OAK,16,.348,.484
NL East,2015-05-24 00:00:00,0.0,18,187,212,WSN,26,.591,.557
NL East,2015-05-24 00:00:00,2.5,21,163,162,NYM,24,.533,.497
NL East,2015-05-24 00:00:00,3.5,21,183,179,ATL,22,.512,.490
NL East,2015-05-24 00:00:00,8.0,27,199,146,PHI,19,.413,.362
NL East,2015-05-24 00:00:00,8.5,27,189,173,MIA,18,.400,.460
NL Central,2015-05-24 00:00:00,0.0,16,134,189,STL,28,.636,.652
NL Central,2015-05-24 00:00:00,3.5,19,181,185,CHC,24,.558,.510
NL Central,2015-05-24 00:00:00,6.5,22,149,175,PIT,21,.488,.573
NL Central,2015-05-24 00:00:00,9.5,25,195,160,CIN,18,.419,.410
NL Central,2015-05-24 00:00:00,12.5,29,221,170,MIL,16,.356,.382
NL West,2015-05-24 00:00:00,0.0,17,150,193,LAD,26,.605,.613
NL West,2015-05-24 00:00:00,2.0,20,177,181,SFG,25,.556,.510
NL West,2015-05-24 00:00:00,5.0,22,192,204,ARI,21,.488,.528
NL West,2015-05-24 00:00:00,6.0,24,206,193,SDP,21,.467,.470
NL West,2015-05-24 00:00:00,8.5,25,221,182,COL,17,.405,.412
AL East,2015-05-25 00:00:00,0.0,22,162,173,TBR,24,.522,.530
AL East,2015-05-25 00:00:00,0.5,22,198,208,NYY,23,.511,.523
AL East,2015-05-25 00:00:00,2.0,22,181,186,BAL,20,.476,.512
AL East,2015-05-25 00:00:00,2.5,24,215,178,BOS,21,.467,.414
AL East,2015-05-25 00:00:00,3.5,26,216,242,TOR,21,.447,.552
AL Central,2015-05-25 00:00:00,0.0,16,160,212,KCR,28,.636,.626
AL Central,2015-05-25 00:00:00,2.0,18,186,204,MIN,26,.591,.542
AL Central,2015-05-25 00:00:00,3.0,20,187,200,DET,26,.565,.531
AL Central,2015-05-25 00:00:00,8.0,24,203,194,CLE,20,.455,.479
AL Central,2015-05-25 00:00:00,8.0,23,194,147,CHW,19,.452,.376
AL West,2015-05-25 00:00:00,0.0,17,179,205,HOU,29,.630,.562
AL West,2015-05-25 00:00:00,5.5,22,174,171,LAA,23,.511,.492
AL West,2015-05-25 00:00:00,6.5,23,207,206,TEX,22,.489,.498
AL West,2015-05-25 00:00:00,7.0,23,182,165,SEA,21,.477,.455
AL West,2015-05-25 00:00:00,12.5,30,206,203,OAK,17,.362,.493
NL East,2015-05-25 00:00:00,0.0,18,188,214,WSN,27,.600,.559
NL East,2015-05-25 00:00:00,2.5,21,166,168,NYM,25,.543,.505
NL East,2015-05-25 00:00:00,4.5,22,189,182,ATL,22,.500,.483
NL East,2015-05-25 00:00:00,9.0,28,205,149,PHI,19,.404,.358
NL East,2015-05-25 00:00:00,9.5,28,193,175,MIA,18,.391,.455
NL Central,2015-05-25 00:00:00,0.0,16,136,192,STL,29,.644,.653
NL Central,2015-05-25 00:00:00,4.5,20,183,186,CHC,24,.545,.507
NL Central,2015-05-25 00:00:00,6.5,22,151,179,PIT,22,.500,.577
NL Central,2015-05-25 00:00:00,10.5,26,200,164,CIN,18,.409,.410
NL Central,2015-05-25 00:00:00,13.5,30,229,174,MIL,16,.348,.377
NL West,2015-05-25 00:00:00,0.0,17,153,199,LAD,27,.614,.618
NL West,2015-05-25 00:00:00,2.0,20,181,189,SFG,26,.565,.520
NL West,2015-05-25 00:00:00,6.0,23,195,206,ARI,21,.477,.525
NL West,2015-05-25 00:00:00,7.0,25,210,196,SDP,21,.457,.468
NL West,2015-05-25 00:00:00,8.5,25,225,187,COL,18,.419,.416
AL East,2015-05-26 00:00:00,0.0,22,199,213,NYY,24,.522,.531
AL East,2015-05-26 00:00:00,0.5,23,169,179,TBR,24,.511,.526
AL East,2015-05-26 00:00:00,2.5,23,185,187,BAL,20,.465,.505
AL East,2015-05-26 00:00:00,3.0,25,217,179,BOS,21,.457,.413
AL East,2015-05-26 00:00:00,3.0,26,225,252,TOR,22,.458,.552
AL Central,2015-05-26 00:00:00,0.0,17,165,213,KCR,28,.622,.615
AL Central,2015-05-26 00:00:00,1.0,18,187,206,MIN,27,.600,.544
AL Central,2015-05-26 00:00:00,2.0,20,187,201,DET,27,.574,.533
AL Central,2015-05-26 00:00:00,8.0,25,207,197,CLE,20,.444,.477
AL Central,2015-05-26 00:00:00,8.0,24,204,156,CHW,19,.442,.380
AL West,2015-05-26 00:00:00,0.0,17,180,209,HOU,30,.638,.568
AL West,2015-05-26 00:00:00,6.5,23,210,210,TEX,23,.500,.500
AL West,2015-05-26 00:00:00,6.5,23,178,171,LAA,23,.500,.482
AL West,2015-05-26 00:00:00,7.0,23,188,172,SEA,22,.489,.459
AL West,2015-05-26 00:00:00,13.5,31,207,203,OAK,17,.354,.491
NL East,2015-05-26 00:00:00,0.0,19,191,216,WSN,27,.587,.556
NL East,2015-05-26 00:00:00,1.5,21,170,173,NYM,26,.553,.508
NL East,2015-05-26 00:00:00,4.5,23,197,182,ATL,22,.489,.464
NL East,2015-05-26 00:00:00,9.0,29,210,153,PHI,19,.396,.359
NL East,2015-05-26 00:00:00,9.5,29,198,176,MIA,18,.383,.446
NL Central,2015-05-26 00:00:00,0.0,16,140,198,STL,30,.652,.653
NL Central,2015-05-26 00:00:00,4.5,20,185,189,CHC,25,.556,.510
NL Central,2015-05-26 00:00:00,6.5,22,152,184,PIT,23,.511,.587
NL Central,2015-05-26 00:00:00,10.5,26,201,166,CIN,19,.422,.413
