division,date,GB,L,RA,RS,Tm,W,W-L%,pythW-L%
AL Central,2015-07-18 00:00:00,5.0,41,363,390,MIN,50,.549,.533
AL Central,2015-07-18 00:00:00,9.5,45,419,405,DET,45,.500,.484
AL Central,2015-07-18 00:00:00,11.5,47,376,357,CLE,43,.478,.476
AL Central,2015-07-18 00:00:00,12.0,47,376,302,CHW,42,.472,.401
AL West,2015-07-18 00:00:00,0.0,40,335,372,LAA,50,.556,.548
AL West,2015-07-18 00:00:00,1.5,43,354,404,HOU,50,.538,.560
AL West,2015-07-18 00:00:00,7.0,47,404,379,TEX,43,.478,.471
AL West,2015-07-18 00:00:00,8.5,49,367,319,SEA,42,.462,.436
AL West,2015-07-18 00:00:00,9.5,51,353,393,OAK,42,.452,.549
NL East,2015-07-18 00:00:00,0.0,40,343,379,WSN,49,.551,.546
NL East,2015-07-18 00:00:00,3.0,44,327,314,NYM,47,.516,.481
NL East,2015-07-18 00:00:00,7.0,48,391,351,ATL,43,.473,.451
NL East,2015-07-18 00:00:00,12.0,53,363,334,MIA,38,.418,.462
NL East,2015-07-18 00:00:00,20.0,62,472,317,PHI,31,.333,.326
NL Central,2015-07-18 00:00:00,0.0,33,268,370,STL,58,.637,.643
NL Central,2015-07-18 00:00:00,4.5,37,304,362,PIT,53,.589,.579
NL Central,2015-07-18 00:00:00,9.0,41,323,341,CHC,48,.539,.525
NL Central,2015-07-18 00:00:00,16.5,48,389,341,CIN,40,.455,.440
NL Central,2015-07-18 00:00:00,18.5,52,415,372,MIL,40,.435,.450
NL West,2015-07-18 00:00:00,0.0,40,321,383,LAD,52,.565,.580
NL West,2015-07-18 00:00:00,3.5,43,360,391,SFG,48,.527,.538
NL West,2015-07-18 00:00:00,8.5,47,406,401,ARI,42,.472,.494
NL West,2015-07-18 00:00:00,9.0,49,406,361,SDP,43,.467,.446
NL West,2015-07-18 00:00:00,12.0,51,452,395,COL,39,.433,.439
AL East,2015-07-19 00:00:00,0.0,41,391,418,NYY,50,.549,.531
AL East,2015-07-19 00:00:00,4.0,45,358,402,BAL,46,.505,.553
AL East,2015-07-19 00:00:00,4.5,47,353,337,TBR,47,.500,.479
AL East,2015-07-19 00:00:00,4.5,47,409,498,TOR,47,.500,.589
AL East,2015-07-19 00:00:00,8.0,49,423,376,BOS,42,.462,.446
AL Central,2015-07-19 00:00:00,0.0,35,328,395,KCR,55,.611,.584
AL Central,2015-07-19 00:00:00,6.0,42,377,391,MIN,50,.543,.517
AL Central,2015-07-19 00:00:00,10.5,46,428,408,DET,45,.495,.478
AL Central,2015-07-19 00:00:00,11.5,47,379,362,CLE,44,.484,.479
AL Central,2015-07-19 00:00:00,13.0,48,380,303,CHW,42,.467,.398
AL West,2015-07-19 00:00:00,0.0,40,335,372,LAA,50,.556,.548
AL West,2015-07-19 00:00:00,1.0,43,354,414,HOU,51,.543,.571
AL West,2015-07-19 00:00:00,7.5,48,414,379,TEX,43,.473,.460
AL West,2015-07-19 00:00:00,9.0,50,369,320,SEA,42,.457,.435
AL West,2015-07-19 00:00:00,9.0,51,354,407,OAK,43,.457,.563
NL East,2015-07-19 00:00:00,0.0,41,348,379,WSN,49,.544,.539
NL East,2015-07-19 00:00:00,2.0,44,328,317,NYM,48,.522,.484
NL East,2015-07-19 00:00:00,7.0,49,395,352,ATL,43,.467,.447
NL East,2015-07-19 00:00:00,12.0,54,371,341,MIA,38,.413,.462
NL East,2015-07-19 00:00:00,19.0,62,479,325,PHI,32,.340,.330
NL Central,2015-07-19 00:00:00,0.0,34,271,371,STL,58,.630,.640
NL Central,2015-07-19 00:00:00,4.5,38,310,363,PIT,53,.582,.572
NL Central,2015-07-19 00:00:00,8.0,41,324,345,CHC,49,.544,.529
NL Central,2015-07-19 00:00:00,16.5,49,394,344,CIN,40,.449,.438
NL Central,2015-07-19 00:00:00,17.5,52,416,378,MIL,41,.441,.456
NL West,2015-07-19 00:00:00,0.0,40,321,388,LAD,53,.570,.586
NL West,2015-07-19 00:00:00,3.5,43,361,393,SFG,49,.533,.539
NL West,2015-07-19 00:00:00,9.5,48,408,402,ARI,42,.467,.493
NL West,2015-07-19 00:00:00,9.5,49,406,361,SDP,43,.467,.446
NL West,2015-07-19 00:00:00,12.5,51,452,395,COL,39,.433,.439
AL East,2015-07-20 00:00:00,0.0,41,391,418,NYY,50,.549,.531
AL East,2015-07-20 00:00:00,4.0,45,358,402,BAL,46,.505,.553
AL East,2015-07-20 00:00:00,4.5,47,409,498,TOR,47,.500,.589
AL East,2015-07-20 00:00:00,5.0,48,358,340,TBR,47,.495,.476
AL East,2015-07-20 00:00:00,9.0,51,441,380,BOS,42,.452,.432
AL Central,2015-07-20 00:00:00,0.0,36,338,402,KCR,55,.604,.579
AL Central,2015-07-20 00:00:00,5.5,42,377,391,MIN,50,.543,.517
AL Central,2015-07-20 00:00:00,9.5,46,432,413,DET,46,.500,.479
AL Central,2015-07-20 00:00:00,11.0,47,379,362,CLE,44,.484,.479
AL Central,2015-07-20 00:00:00,12.5,48,380,303,CHW,42,.467,.398
AL West,2015-07-20 00:00:00,0.0,40,339,390,LAA,52,.565,.564
AL West,2015-07-20 00:00:00,2.0,43,354,414,HOU,51,.543,.571
AL West,2015-07-20 00:00:00,9.0,49,422,386,TEX,43,.467,.459
AL West,2015-07-20 00:00:00,10.0,51,354,407,OAK,43,.457,.563
AL West,2015-07-20 00:00:00,10.5,51,374,324,SEA,42,.452,.435
NL East,2015-07-20 00:00:00,0.0,41,350,386,WSN,50,.549,.545
NL East,2015-07-20 00:00:00,3.0,45,335,319,NYM,48,.516,.478
NL East,2015-07-20 00:00:00,7.0,49,400,359,ATL,44,.473,.451
NL East,2015-07-20 00:00:00,13.0,55,374,342,MIA,38,.409,.459
NL East,2015-07-20 00:00:00,19.0,62,482,330,PHI,33,.347,.333
NL Central,2015-07-20 00:00:00,0.0,34,271,371,STL,58,.630,.640
NL Central,2015-07-20 00:00:00,4.0,38,317,373,PIT,54,.587,.574
NL Central,2015-07-20 00:00:00,8.5,42,329,349,CHC,49,.538,.527
NL Central,2015-07-20 00:00:00,16.0,49,398,349,CIN,41,.456,.440
NL Central,2015-07-20 00:00:00,17.5,52,416,378,MIL,41,.441,.456
NL West,2015-07-20 00:00:00,0.0,41,328,393,LAD,53,.564,.582
NL West,2015-07-20 00:00:00,3.5,44,365,395,SFG,49,.527,.536
NL West,2015-07-20 00:00:00,8.5,48,409,405,ARI,43,.473,.496
NL West,2015-07-20 00:00:00,8.5,49,408,365,SDP,44,.473,.449
NL West,2015-07-20 00:00:00,11.5,51,459,403,COL,40,.440,.441
AL East,2015-07-21 00:00:00,0.0,41,393,421,NYY,51,.554,.531
AL East,2015-07-21 00:00:00,4.5,47,410,505,TOR,48,.505,.594
AL East,2015-07-21 00:00:00,5.0,46,361,404,BAL,46,.500,.551
AL East,2015-07-21 00:00:00,5.0,48,358,341,TBR,48,.500,.478
AL East,2015-07-21 00:00:00,10.0,52,449,383,BOS,42,.447,.428
AL Central,2015-07-21 00:00:00,0.0,36,339,405,KCR,56,.609,.581
AL Central,2015-07-21 00:00:00,6.5,43,384,391,MIN,50,.538,.508
AL Central,2015-07-21 00:00:00,10.5,47,443,422,DET,46,.495,.478
AL Central,2015-07-21 00:00:00,12.0,48,387,363,CLE,44,.478,.471
AL Central,2015-07-21 00:00:00,13.5,49,388,308,CHW,42,.462,.396
AL West,2015-07-21 00:00:00,0.0,40,339,397,LAA,53,.570,.572
AL West,2015-07-21 00:00:00,2.0,43,357,422,HOU,52,.547,.576
AL West,2015-07-21 00:00:00,9.0,49,422,395,TEX,44,.473,.470
AL West,2015-07-21 00:00:00,10.5,51,383,335,SEA,43,.457,.439
AL West,2015-07-21 00:00:00,11.0,52,361,408,OAK,43,.453,.556
NL East,2015-07-21 00:00:00,0.0,42,357,388,WSN,50,.543,.538
NL East,2015-07-21 00:00:00,2.0,45,337,326,NYM,49,.521,.485
NL East,2015-07-21 00:00:00,6.0,49,403,363,ATL,45,.479,.452
NL East,2015-07-21 00:00:00,12.0,55,374,345,MIA,39,.415,.463
NL East,2015-07-21 00:00:00,19.0,63,483,330,PHI,33,.344,.332
NL Central,2015-07-21 00:00:00,0.0,34,276,379,STL,59,.634,.641
NL Central,2015-07-21 00:00:00,5.0,39,320,374,PIT,54,.581,.571
NL Central,2015-07-21 00:00:00,8.5,42,333,354,CHC,50,.543,.528
NL Central,2015-07-21 00:00:00,17.0,50,403,353,CIN,41,.451,.440
NL Central,2015-07-21 00:00:00,17.5,52,417,386,MIL,42,.447,.465
NL West,2015-07-21 00:00:00,0.0,42,332,396,LAD,53,.558,.580
NL West,2015-07-21 00:00:00,2.5,44,368,404,SFG,50,.532,.543
NL West,2015-07-21 00:00:00,8.5,49,412,405,ARI,43,.467,.492
NL West,2015-07-21 00:00:00,8.5,50,417,368,SDP,44,.468,.443
NL West,2015-07-21 00:00:00,11.5,52,468,403,COL,40,.435,.432
AL East,2015-07-22 00:00:00,0.0,41,396,425,NYY,52,.559,.532
AL East,2015-07-22 00:00:00,5.5,48,414,508,TOR,48,.500,.593
AL East,2015-07-22 00:00:00,6.0,47,365,407,BAL,46,.495,.550
AL East,2015-07-22 00:00:00,6.0,49,363,345,TBR,48,.495,.477
AL East,2015-07-22 00:00:00,11.0,53,453,385,BOS,42,.442,.426
AL Central,2015-07-22 00:00:00,0.0,36,340,410,KCR,57,.613,.585
AL Central,2015-07-22 00:00:00,7.5,44,389,393,MIN,50,.532,.505
AL Central,2015-07-22 00:00:00,10.5,47,447,431,DET,47,.500,.483
AL Central,2015-07-22 00:00:00,12.0,48,392,370,CLE,45,.484,.474
AL Central,2015-07-22 00:00:00,14.5,50,391,310,CHW,42,.457,.395
AL West,2015-07-22 00:00:00,0.0,40,341,402,LAA,54,.574,.575
AL West,2015-07-22 00:00:00,2.0,43,359,426,HOU,53,.552,.578
AL West,2015-07-22 00:00:00,9.0,49,430,405,TEX,45,.479,.473
AL West,2015-07-22 00:00:00,11.0,52,364,412,OAK,44,.458,.556
AL West,2015-07-22 00:00:00,11.5,52,392,339,SEA,43,.453,.434
NL East,2015-07-22 00:00:00,0.0,42,360,392,WSN,51,.548,.539
NL East,2015-07-22 00:00:00,3.0,46,341,329,NYM,49,.516,.484
NL East,2015-07-22 00:00:00,7.0,50,406,364,ATL,45,.474,.450
NL East,2015-07-22 00:00:00,12.0,55,377,350,MIA,40,.421,.466
NL East,2015-07-22 00:00:00,19.0,63,487,335,PHI,34,.351,.335
NL Central,2015-07-22 00:00:00,0.0,34,278,382,STL,60,.638,.641
NL Central,2015-07-22 00:00:00,6.0,40,325,375,PIT,54,.574,.565
NL Central,2015-07-22 00:00:00,9.0,43,347,361,CHC,51,.543,.518
NL Central,2015-07-22 00:00:00,17.5,51,410,367,CIN,42,.452,.449
NL Central,2015-07-22 00:00:00,18.5,53,424,391,MIL,42,.442,.463
NL West,2015-07-22 00:00:00,0.0,42,333,399,LAD,54,.563,.582
NL West,2015-07-22 00:00:00,2.5,44,369,411,SFG,51,.537,.549
NL West,2015-07-22 00:00:00,9.5,50,417,408,ARI,43,.462,.490
NL West,2015-07-22 00:00:00,9.5,51,424,369,SDP,44,.463,.437
NL West,2015-07-22 00:00:00,12.5,53,478,411,COL,40,.430,.431
AL East,2015-07-23 00:00:00,0.0,41,399,434,NYY,53,.564,.538
AL East,2015-07-23 00:00:00,5.5,48,416,513,TOR,49,.505,.595
AL East,2015-07-23 00:00:00,6.5,49,363,345,TBR,48,.495,.477
AL East,2015-07-23 00:00:00,7.0,48,374,410,BAL,46,.489,.542
AL East,2015-07-23 00:00:00,12.0,54,458,389,BOS,42,.438,.426
AL Central,2015-07-23 00:00:00,0.0,37,344,413,KCR,57,.606,.583
AL Central,2015-07-23 00:00:00,6.5,44,389,396,MIN,51,.537,.508
AL Central,2015-07-23 00:00:00,10.5,48,450,433,DET,47,.495,.482
AL Central,2015-07-23 00:00:00,12.0,49,400,371,CLE,45,.479,.466
AL Central,2015-07-23 00:00:00,13.5,50,392,318,CHW,43,.462,.405
AL West,2015-07-23 00:00:00,0.0,41,344,402,LAA,54,.568,.571
AL West,2015-07-23 00:00:00,1.0,43,363,431,HOU,54,.557,.578
AL West,2015-07-23 00:00:00,8.5,49,430,405,TEX,45,.479,.473
AL West,2015-07-23 00:00:00,10.5,52,394,342,SEA,44,.458,.436
AL West,2015-07-23 00:00:00,11.0,53,369,414,OAK,44,.454,.552
NL East,2015-07-23 00:00:00,0.0,43,367,395,WSN,51,.543,.534
NL East,2015-07-23 00:00:00,3.0,47,344,329,NYM,49,.510,.480
NL East,2015-07-23 00:00:00,6.5,50,406,364,ATL,45,.474,.450
NL East,2015-07-23 00:00:00,11.0,55,377,354,MIA,41,.427,.471
NL East,2015-07-23 00:00:00,18.5,63,487,335,PHI,34,.351,.335
NL Central,2015-07-23 00:00:00,0.0,34,281,386,STL,61,.642,.641
NL Central,2015-07-23 00:00:00,6.0,40,328,382,PIT,55,.579,.569
NL Central,2015-07-23 00:00:00,9.5,43,347,361,CHC,51,.543,.518
NL Central,2015-07-23 00:00:00,18.0,51,410,367,CIN,42,.452,.449
NL Central,2015-07-23 00:00:00,19.5,54,432,394,MIL,42,.438,.458
NL West,2015-07-23 00:00:00,0.0,42,333,402,LAD,55,.567,.585
NL West,2015-07-23 00:00:00,3.0,44,369,411,SFG,51,.537,.549
NL West,2015-07-23 00:00:00,9.5,50,420,416,ARI,44,.468,.496
NL West,2015-07-23 00:00:00,10.5,52,428,369,SDP,44,.458,.433
NL West,2015-07-23 00:00:00,13.0,53,478,411,COL,40,.430,.431
AL East,2015-07-24 00:00:00,0.0,42,409,435,NYY,53,.558,.528
AL East,2015-07-24 00:00:00,5.5,49,364,348,TBR,49,.500,.479
AL East,2015-07-24 00:00:00,5.5,49,421,515,TOR,49,.500,.591
AL East,2015-07-24 00:00:00,7.0,49,377,411,BAL,46,.484,.539
AL East,2015-07-24 00:00:00,11.0,54,459,391,BOS,43,.443,.427
AL Central,2015-07-24 00:00:00,0.0,38,348,413,KCR,57,.600,.578
AL Central,2015-07-24 00:00:00,5.5,44,390,406,MIN,52,.542,.518
AL Central,2015-07-24 00:00:00,10.5,49,452,434,DET,47,.490,.481
AL Central,2015-07-24 00:00:00,12.0,50,406,371,CLE,45,.474,.459
AL Central,2015-07-24 00:00:00,12.5,50,392,324,CHW,44,.468,.414
AL West,2015-07-24 00:00:00,0.0,43,363,435,HOU,55,.561,.582
AL West,2015-07-24 00:00:00,0.0,42,348,404,LAA,54,.563,.568
AL West,2015-07-24 00:00:00,7.5,49,432,409,TEX,46,.484,.475
AL West,2015-07-24 00:00:00,9.5,52,396,347,SEA,45,.464,.440
AL West,2015-07-24 00:00:00,11.0,54,378,417,OAK,44,.449,.545
NL East,2015-07-24 00:00:00,0.0,44,374,400,WSN,51,.537,.531
NL East,2015-07-24 00:00:00,3.0,48,351,331,NYM,49,.505,.473
NL East,2015-07-24 00:00:00,6.5,51,410,366,ATL,45,.469,.448
NL East,2015-07-24 00:00:00,11.0,56,380,355,MIA,41,.423,.469
NL East,2015-07-24 00:00:00,17.5,63,490,340,PHI,35,.357,.339
NL Central,2015-07-24 00:00:00,0.0,34,283,390,STL,62,.646,.643
NL Central,2015-07-24 00:00:00,6.0,40,333,389,PIT,56,.583,.571
NL Central,2015-07-24 00:00:00,10.5,44,352,364,CHC,51,.537,.515
NL Central,2015-07-24 00:00:00,19.0,52,416,372,CIN,42,.447,.449
NL Central,2015-07-24 00:00:00,19.5,54,433,396,MIL,43,.443,.459
NL West,2015-07-24 00:00:00,0.0,42,335,409,LAD,56,.571,.590
NL West,2015-07-24 00:00:00,3.0,44,372,420,SFG,52,.542,.555
NL West,2015-07-24 00:00:00,10.5,51,422,417,ARI,44,.463,.495
NL West,2015-07-24 00:00:00,10.5,52,429,372,SDP,45,.464,.435
NL West,2015-07-24 00:00:00,13.0,53,483,417,COL,41,.436,.433
AL East,2015-07-25 00:00:00,0.0,42,414,443,NYY,54,.563,.531
AL East,2015-07-25 00:00:00,5.5,49,427,523,TOR,50,.505,.592
AL East,2015-07-25 00:00:00,6.5,50,369,349,TBR,49,.495,.475
AL East,2015-07-25 00:00:00,7.0,49,378,416,BAL,47,.490,.544
AL East,2015-07-25 00:00:00,12.0,55,464,392,BOS,43,.439,.423
AL Central,2015-07-25 00:00:00,0.0,38,349,415,KCR,58,.604,.579
AL Central,2015-07-25 00:00:00,6.5,45,398,411,MIN,52,.536,.515
AL Central,2015-07-25 00:00:00,10.5,49,453,439,DET,48,.495,.486
AL Central,2015-07-25 00:00:00,12.5,50,395,334,CHW,45,.474,.424
AL Central,2015-07-25 00:00:00,13.0,51,416,374,CLE,45,.469,.451
AL West,2015-07-25 00:00:00,0.0,44,365,436,HOU,55,.556,.581
AL West,2015-07-25 00:00:00,0.0,43,355,410,LAA,54,.557,.566
AL West,2015-07-25 00:00:00,6.5,49,438,416,TEX,47,.490,.476
AL West,2015-07-25 00:00:00,9.5,53,404,353,SEA,45,.459,.439
AL West,2015-07-25 00:00:00,11.0,55,380,418,OAK,44,.444,.543
NL East,2015-07-25 00:00:00,0.0,44,377,409,WSN,52,.542,.537
NL East,2015-07-25 00:00:00,3.0,48,353,346,NYM,50,.510,.491
NL East,2015-07-25 00:00:00,7.5,52,411,366,ATL,45,.464,.447
NL East,2015-07-25 00:00:00,12.0,57,383,356,MIA,41,.418,.467
NL East,2015-07-25 00:00:00,17.5,63,490,345,PHI,36,.364,.345
NL Central,2015-07-25 00:00:00,0.0,34,283,391,STL,63,.649,.644
NL Central,2015-07-25 00:00:00,7.0,41,342,392,PIT,56,.577,.562
NL Central,2015-07-25 00:00:00,11.5,45,357,364,CHC,51,.531,.509
NL Central,2015-07-25 00:00:00,19.0,52,418,377,CIN,43,.453,.453
NL Central,2015-07-25 00:00:00,20.5,55,435,396,MIL,43,.439,.457
NL West,2015-07-25 00:00:00,0.0,43,350,411,LAD,56,.566,.573
NL West,2015-07-25 00:00:00,2.0,44,373,422,SFG,53,.546,.556
NL West,2015-07-25 00:00:00,9.5,51,422,419,ARI,45,.469,.497
NL West,2015-07-25 00:00:00,9.5,52,430,375,SDP,46,.469,.438
NL West,2015-07-25 00:00:00,13.0,54,488,419,COL,41,.432,.431
AL East,2015-07-26 00:00:00,0.0,42,416,450,NYY,55,.567,.536
AL East,2015-07-26 00:00:00,6.5,50,433,528,TOR,50,.500,.590
AL East,2015-07-26 00:00:00,7.0,49,380,421,BAL,48,.495,.547
AL East,2015-07-26 00:00:00,7.5,51,374,351,TBR,49,.490,.471
AL East,2015-07-26 00:00:00,12.0,55,465,403,BOS,44,.444,.435
AL Central,2015-07-26 00:00:00,0.0,38,350,420,KCR,59,.608,.583
AL Central,2015-07-26 00:00:00,7.5,46,405,413,MIN,52,.531,.509
AL Central,2015-07-26 00:00:00,11.5,50,464,440,DET,48,.490,.476
AL Central,2015-07-26 00:00:00,12.5,50,396,336,CHW,46,.479,.425
AL Central,2015-07-26 00:00:00,14.0,52,418,375,CLE,45,.464,.450
AL West,2015-07-26 00:00:00,0.0,43,362,423,LAA,55,.561,.571
AL West,2015-07-26 00:00:00,1.0,45,370,437,HOU,55,.550,.576
AL West,2015-07-26 00:00:00,7.5,50,451,423,TEX,47,.485,.471
AL West,2015-07-26 00:00:00,9.5,53,409,359,SEA,46,.465,.441
AL West,2015-07-26 00:00:00,12.0,56,384,421,OAK,44,.440,.542
NL East,2015-07-26 00:00:00,0.0,45,380,410,WSN,52,.536,.535
NL East,2015-07-26 00:00:00,2.0,48,355,349,NYM,51,.515,.492
NL East,2015-07-26 00:00:00,6.5,52,413,369,ATL,46,.469,.449
NL East,2015-07-26 00:00:00,12.0,58,386,358,MIA,41,.414,.466
NL East,2015-07-26 00:00:00,16.5,63,495,356,PHI,37,.370,.354
NL Central,2015-07-26 00:00:00,0.0,35,286,393,STL,63,.643,.641
NL Central,2015-07-26 00:00:00,6.0,41,343,395,PIT,57,.582,.564
NL Central,2015-07-26 00:00:00,11.5,46,368,369,CHC,51,.526,.501
NL Central,2015-07-26 00:00:00,19.0,53,435,384,CIN,43,.448,.443
NL Central,2015-07-26 00:00:00,20.5,56,438,396,MIL,43,.434,.454
NL West,2015-07-26 00:00:00,0.0,44,353,413,LAD,56,.560,.571
NL West,2015-07-26 00:00:00,1.0,44,376,426,SFG,54,.551,.557
NL West,2015-07-26 00:00:00,8.5,51,422,422,ARI,46,.474,.500
NL West,2015-07-26 00:00:00,8.5,52,432,378,SDP,47,.475,.439
NL West,2015-07-26 00:00:00,12.0,54,495,436,COL,42,.438,.442
AL East,2015-07-27 00:00:00,0.0,42,418,456,NYY,56,.571,.540
AL East,2015-07-27 00:00:00,7.0,49,381,423,BAL,49,.500,.548
AL East,2015-07-27 00:00:00,7.0,50,433,528,TOR,50,.500,.590
AL East,2015-07-27 00:00:00,7.5,51,376,356,TBR,50,.495,.475
AL East,2015-07-27 00:00:00,13.0,56,475,411,BOS,44,.440,.434
AL Central,2015-07-27 00:00:00,0.0,38,354,429,KCR,60,.612,.587
AL Central,2015-07-27 00:00:00,8.0,46,405,413,MIN,52,.531,.509
AL Central,2015-07-27 00:00:00,12.5,51,469,442,DET,48,.485,.473
AL Central,2015-07-27 00:00:00,12.5,50,404,346,CHW,47,.485,.430
AL Central,2015-07-27 00:00:00,15.0,53,427,379,CLE,45,.459,.446
AL West,2015-07-27 00:00:00,0.0,43,362,423,LAA,55,.561,.571
AL West,2015-07-27 00:00:00,1.0,45,370,437,HOU,55,.550,.576
AL West,2015-07-27 00:00:00,8.0,51,457,425,TEX,47,.480,.467
AL West,2015-07-27 00:00:00,10.0,54,413,362,SEA,46,.460,.440
AL West,2015-07-27 00:00:00,12.0,56,384,421,OAK,44,.440,.542
NL East,2015-07-27 00:00:00,0.0,45,380,410,WSN,52,.536,.535
NL East,2015-07-27 00:00:00,2.0,48,355,349,NYM,51,.515,.492
NL East,2015-07-27 00:00:00,7.0,53,415,370,ATL,46,.465,.448
NL East,2015-07-27 00:00:00,12.0,58,386,358,MIA,41,.414,.466
NL East,2015-07-27 00:00:00,16.5,63,495,356,PHI,37,.370,.354
NL Central,2015-07-27 00:00:00,0.0,35,287,397,STL,64,.646,.644
NL Central,2015-07-27 00:00:00,6.5,41,343,395,PIT,57,.582,.564
NL Central,2015-07-27 00:00:00,11.5,46,376,378,CHC,52,.531,.502
NL Central,2015-07-27 00:00:00,20.0,54,439,385,CIN,43,.443,.440
NL Central,2015-07-27 00:00:00,21.5,57,442,398,MIL,43,.430,.452
NL West,2015-07-27 00:00:00,0.0,44,353,413,LAD,56,.560,.571
NL West,2015-07-27 00:00:00,0.5,44,378,430,SFG,55,.556,.559
NL West,2015-07-27 00:00:00,8.0,51,425,426,ARI,47,.480,.501
NL West,2015-07-27 00:00:00,8.5,52,432,378,SDP,47,.475,.439
NL West,2015-07-27 00:00:00,12.5,55,504,444,COL,42,.433,.442
AL East,2015-07-28 00:00:00,0.0,42,423,477,NYY,57,.576,.555
AL East,2015-07-28 00:00:00,7.0,49,384,430,BAL,50,.505,.552
AL East,2015-07-28 00:00:00,7.5,51,378,366,TBR,51,.500,.485
AL East,2015-07-28 00:00:00,8.0,51,436,530,TOR,50,.495,.588
AL East,2015-07-28 00:00:00,14.0,57,484,415,BOS,44,.436,.430
AL Central,2015-07-28 00:00:00,0.0,38,355,431,KCR,61,.616,.588
AL Central,2015-07-28 00:00:00,9.0,47,413,420,MIN,52,.525,.508
AL Central,2015-07-28 00:00:00,12.5,50,408,355,CHW,48,.490,.437
AL Central,2015-07-28 00:00:00,13.5,52,479,444,DET,48,.480,.465
AL Central,2015-07-28 00:00:00,16.0,54,429,380,CLE,45,.455,.445
AL West,2015-07-28 00:00:00,0.0,45,375,447,HOU,56,.554,.580
AL West,2015-07-28 00:00:00,0.0,44,372,428,LAA,55,.556,.564
AL West,2015-07-28 00:00:00,8.0,52,478,430,TEX,47,.475,.452
AL West,2015-07-28 00:00:00,10.0,55,421,366,SEA,46,.455,.436
AL West,2015-07-28 00:00:00,11.0,56,384,423,OAK,45,.446,.544
NL East,2015-07-28 00:00:00,0.0,46,384,411,WSN,52,.531,.531
NL East,2015-07-28 00:00:00,1.0,48,355,353,NYM,52,.520,.497
NL East,2015-07-28 00:00:00,7.0,54,422,373,ATL,46,.460,.444
NL East,2015-07-28 00:00:00,11.0,58,387,362,MIA,42,.420,.469
NL East,2015-07-28 00:00:00,15.5,63,497,359,PHI,38,.376,.355
NL Central,2015-07-28 00:00:00,0.0,36,291,397,STL,64,.640,.638
NL Central,2015-07-28 00:00:00,5.5,41,350,403,PIT,58,.586,.564
NL Central,2015-07-28 00:00:00,11.5,47,383,380,CHC,52,.525,.496
NL Central,2015-07-28 00:00:00,19.0,54,439,389,CIN,44,.449,.445
NL Central,2015-07-28 00:00:00,20.5,57,444,403,MIL,44,.436,.456
NL West,2015-07-28 00:00:00,0.0,45,355,413,LAD,56,.554,.569
NL West,2015-07-28 00:00:00,0.5,45,383,432,SFG,55,.550,.555
NL West,2015-07-28 00:00:00,7.0,51,429,434,ARI,48,.485,.505
NL West,2015-07-28 00:00:00,8.5,53,436,378,SDP,47,.470,.435
NL West,2015-07-28 00:00:00,11.5,55,506,451,COL,43,.439,.448
AL East,2015-07-29 00:00:00,0.0,43,428,479,NYY,57,.570,.551
AL East,2015-07-29 00:00:00,6.0,49,384,432,BAL,51,.510,.554
AL East,2015-07-29 00:00:00,7.0,51,438,538,TOR,51,.500,.593
AL East,2015-07-29 00:00:00,7.5,52,380,367,TBR,51,.495,.484
AL East,2015-07-29 00:00:00,14.0,58,493,417,BOS,44,.431,.424
AL Central,2015-07-29 00:00:00,0.0,39,367,432,KCR,61,.610,.574
AL Central,2015-07-29 00:00:00,9.0,48,423,424,MIN,52,.520,.501
AL Central,2015-07-29 00:00:00,11.5,50,410,364,CHW,49,.495,.446
AL Central,2015-07-29 00:00:00,12.5,52,480,446,DET,49,.485,.466
AL Central,2015-07-29 00:00:00,15.0,54,430,392,CLE,46,.460,.458
AL West,2015-07-29 00:00:00,0.0,45,378,453,HOU,57,.559,.582
AL West,2015-07-29 00:00:00,1.0,45,378,431,LAA,55,.550,.560
AL West,2015-07-29 00:00:00,8.0,52,480,435,TEX,48,.480,.455
AL West,2015-07-29 00:00:00,11.0,56,429,368,SEA,46,.451,.430
AL West,2015-07-29 00:00:00,12.0,57,394,430,OAK,45,.441,.540
NL East,2015-07-29 00:00:00,0.0,46,386,418,WSN,53,.535,.536
NL East,2015-07-29 00:00:00,2.0,49,362,356,NYM,52,.515,.492
NL East,2015-07-29 00:00:00,8.0,55,424,373,ATL,46,.455,.442
NL East,2015-07-29 00:00:00,12.0,59,394,364,MIA,42,.416,.464
NL East,2015-07-29 00:00:00,16.5,64,505,361,PHI,38,.373,.351
NL Central,2015-07-29 00:00:00,0.0,37,292,397,STL,64,.634,.637
NL Central,2015-07-29 00:00:00,4.5,41,354,413,PIT,59,.590,.570
NL Central,2015-07-29 00:00:00,10.5,47,385,383,CHC,53,.530,.498
NL Central,2015-07-29 00:00:00,18.0,54,439,390,CIN,45,.455,.446
NL Central,2015-07-29 00:00:00,20.5,58,449,403,MIL,44,.431,.451
NL West,2015-07-29 00:00:00,0.0,45,362,423,LAD,57,.559,.571
NL West,2015-07-29 00:00:00,0.5,45,383,437,SFG,56,.554,.560
NL West,2015-07-29 00:00:00,7.0,51,431,442,ARI,49,.490,.512
NL West,2015-07-29 00:00:00,8.5,53,439,385,SDP,48,.475,.440
NL West,2015-07-29 00:00:00,12.5,56,509,453,COL,43,.434,.447
AL East,2015-07-30 00:00:00,0.0,44,435,485,NYY,57,.564,.550
AL East,2015-07-30 00:00:00,6.0,50,393,440,BAL,51,.505,.551
